Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0000775~chromosome, centromeric region	27	5.2734375	5.913080310213692E-26	TOP2A, SUV39H2, DSCC1, CDCA5, HJURP, CDCA8, SMC5, PDS5B, SMC3, SMC4, CENPA, MIS18BP1, OIP5, CENPU, HELLS, CENPW, NDC80, SGO1, SGO2, CENPE, STAG1, CENPF, MIS18A, INCENP, CENPK, BIRC5, KIF2C	493	63	20521	17.8391770501304	2.436189087808041E-23	4.060315146346735E-24	3.311324973719667E-24
GOTERM_BP_DIRECT	GO:0007049~cell cycle	53	10.3515625	1.3837311226036432E-25	LIN54, MDC1, SUV39H2, ERCC6L, MCM7, MCM8, BRCA1, KIF11, CHTF18, MKI67, SMC4, SMC2, MTBP, CHAF1B, CHAF1A, MIS18BP1, CNTRL, NUF2, OIP5, LRRCC1, HELLS, TIPIN, BORA, PIMREG, CDC25C, CDC25A, CDC25B, RBL1, MCM3, MCM4, MCM5, MCM6, KIF20B, MCM2, RHNO1, CDCA2, CDCA3, CDCA5, CDCA8, KLHL13, LIN9, AURKB, AURKA, CDC45, RBBP4, FANCI, CENPV, CDKN2C, DDIAS, NASP, SASS6, SPC24, CDKN3	480	351	19256	6.05750237416904	2.2734702344377856E-22	4.544173006630364E-23	4.231449772921941E-23
GOTERM_CC_DIRECT	GO:0005829~cytosol	233	45.5078125	1.9137786570300338E-22	NUP107, LRR1, CCNF, NUDT1, CCP110, STMN3, SMC3, SMC4, SMC2, CDC20, SNRPD1, DPYSL2, MAGOH, CHEK1, STMN1, FBXO5, GTSE1, WLS, METTL1, KNL1, MTHFD1, TFAM, KIF20B, ASF1B, SLBP, CDCA2, CDCA3, CDCA5, CDCA7, NCAPG, CDCA8, SKA3, NCAPH, SKA1, SKA2, DSN1, RACGAP1, NUP85, MCMBP, CEP78, PLK4, CDC6, MAGOHB, ZWINT, THAP11, ANLN, POLA1, TPX2, STAG1, HNRNPD, PPT1, PSMG1, HNRNPC, CEP57, HIP1, DIS3L, KIF14, KIF11, BRCA2, PFAS, KIF15, CHAF1B, NUF2, CNTRL, PHGDH, TK1, DLGAP5, RMI2, PARP1, KIF23, CACYBP, KIF22, CIT, RAD51C, INCENP, G2E3, KIF2C, DTYMK, ATP23, MIS12, TYMS, METTL21A, CENPA, NEURL1B, STAMBPL1, EXOSC9, EXOSC8, USP1, EXOSC2, NQO1, RANBP1, CENPU, NQO2, CENPV, CDKN2C, CENPX, CENPE, CENPF, MIS18A, CENPH, CENPJ, KCNS3, CENPK, ALMS1, CENPL, TACC3, CENPM, HYLS1, CENPN, NCAPD2, CENPO, CENPQ, EEF1AKMT2, SPC24, CDKN3, SPC25, CENPS, MAD2L1, ERCC6L, ZWILCH, GEMIN2, GMNN, HJURP, GPR63, BUB1B, TTF2, DOCK10, ABHD10, PTTG1, KNTC1, NEK2, BORA, VRK1, CDC25C, CDC25A, CDC25B, SGO1, MSH6, SGO2, CCNE2, FANCD2, FKBP5, BLM, RNASEH2A, GMPS, ARHGAP19, PDS5B, HMMR, KLHL13, ACAT2, NUP160, CCNB2, CCNB1, ORC6, HNRNPDL, BAG2, ORC1, NPHP1, FAM83D, ECT2, FANCI, STIL, NUP155, UBE2C, ALYREF, FANCB, LSM5, FANCE, FANCG, NDC80, LSM2, KIF18A, LSM6, KIF18B, CDK4, KIF4A, CDK1, BLMH, TUBGCP3, MDM1, ARHGAP11A, GPSM2, USP37, NXT1, MCM7, CDCA7L, WDR4, CGAS, PSIP1, CHTF18, MYBL2, SPDL1, CKAP2L, HAUS4, C4ORF46, CIP2A, DCK, HAUS1, CCNA2, PSRC1, SAPCD2, ESPL1, BIRC5, DNAJC9, BCAT1, DTL, PRTFDC1, ITGB3BP, PRPS2, AURKB, AURKA, HAUS8, RBBP4, HAUS7, TIFA, TNNI2, RBBP7, CTNNAL1, BUB1, E2F8, POLQ, RRM1, RRM2, SPAG5, CEP152, SCLT1, MYO19, TICRR, SNRNP40, RAD51, PRC1, PTPN2, NUP37	493	5537	20521	1.7515921840203887	7.88476806696374E-20	1.126395438137677E-20	9.186137553744162E-21
GOTERM_BP_DIRECT	GO:0000278~mitotic cell cycle	33	6.4453125	2.432498985892856E-22	CDCA5, MIS12, CDCA8, YEATS4, KIF11, SKA3, SMC3, SKA1, AURKB, AURKA, SKA2, KIF15, PBK, NEK2, MYBL2, MYBL1, CDT1, WDHD1, CENPW, KIF22, MASTL, HASPIN, NDC80, CDC25B, CIT, CENPE, TPX2, CENPF, WEE1, KIF18B, INCENP, BIRC5, TUBGCP3	480	137	19256	9.663138686131388	3.9965958338219623E-19	6.656938891393449E-20	6.198818249050295E-20
GOTERM_MF_DIRECT	GO:0017116~single-stranded DNA-dependent ATP-dependent DNA helicase activity	16	3.125	1.2781370518106508E-20	RFC5, POLQ, PIF1, RFC3, RFC4, MCM7, MCM8, RFC2, DSCC1, CHTF18, RAD51, MCM3, MCM4, MCM5, DNA2, MCM2	480	20	18883	31.471666666666664	7.055316525994793E-18	3.53404894825645E-18	3.348719075743905E-18
GOTERM_CC_DIRECT	GO:0000922~spindle pole	30	5.859375	6.831758719311233E-20	MIS12, KIF11, CEP128, CDC20, TMEM201, DSN1, CCNB1, HAUS8, NUP62, POC1A, KNTC1, NEK2, TOPBP1, SPDL1, CKAP2L, DDX11, CDC6, KNSTRN, CDC25B, HAUS1, SGO1, TPX2, CENPF, PSRC1, PRC1, ALMS1, TACC3, AUNIP, TUBGCP3, MAD2L1	493	133	20521	9.389040552700209	2.814684592356228E-17	3.518355740445285E-18	2.869338662110718E-18
GOTERM_MF_DIRECT	GO:0003697~single-stranded DNA binding	28	5.46875	1.1627357655328599E-19	BLM, MCM7, MCM8, HMGB2, NUCKS1, MCM10, SMC5, HMGB1, BRCA2, SMC4, SMC2, RAD51AP1, CDC45, HNRNPDL, RNF138, DDX11, RPA2, MLH1, POLA1, NEIL3, RAD51, MSH2, RPA3, MCM3, MCM4, MCM5, MCM6, MCM2	480	108	18883	10.199151234567902	6.418301425741386E-17	2.1433095944655718E-17	2.0309118037973952E-17
GOTERM_BP_DIRECT	GO:0000070~mitotic sister chromatid segregation	18	3.515625	1.5870910090479482E-19	SPAG5, NCAPG2, MIS12, CDCA8, KNL1, SMC4, KNSTRN, NDC80, ZWINT, KIF18A, DSN1, KIF18B, ESPL1, KIFC1, CENPK, NUSAP1, KNTC1, MAD2L1	480	32	19256	22.565625	2.607590527865779E-16	3.722862052652473E-17	3.4666602183347325E-17
GOTERM_BP_DIRECT	GO:0007094~mitotic spindle assembly checkpoint	17	3.3203125	1.7358106813553487E-18	ZWILCH, BUB1B, TTK, HASPIN, NDC80, ZWINT, CDC20, CENPF, NUF2, BIRC5, KNTC1, TRIP13, SPDL1, BUB1, SPC24, MAD2L1, SPC25	480	30	19256	22.732777777777777	2.851936949466838E-15	3.5627514234818533E-16	3.31756816474041E-16
GOTERM_MF_DIRECT	GO:0003682~chromatin binding	52	10.15625	5.469944740531868E-18	TOP2A, MCM8, GMNN, PSIP1, CGAS, NUCKS1, SMC3, SMC4, SMC2, CHAF1B, CHAF1A, EXO1, NUP62, PCLAF, RCC1, PRMT6, WDHD1, HELLS, PARP1, PARP2, DDX11, MSH6, MSH2, CKS2, TFAM, DNMT1, PCNA, CDCA5, CENPA, NCAPH, BRIP1, CDC45, ORC1, NSD2, MCMBP, CDT1, POLQ, ATAD2, MLH1, TICRR, NUDT21, POLA1, STAG1, CENPF, RAD51, UBE2T, CDK1, HNRNPD, RBMX, PHF19, CENPS, EZH2	480	487	18883	4.200530458590007	3.0194094967735912E-15	7.562198603785307E-16	7.165627610096747E-16
GOTERM_BP_DIRECT	GO:0007052~mitotic spindle organization	20	3.90625	4.028632628553737E-17	GPSM2, STIL, CDCA8, TTK, KIF11, NDC80, AURKB, AURKA, CENPE, CCNB1, CENPH, INCENP, KIF4A, NUF2, STMN1, TACC3, BIRC5, RCC1, DLGAP5, SPC25	480	56	19256	14.327380952380953	6.61904340871379E-14	7.350016417872485E-15	6.844199210065182E-15
GOTERM_CC_DIRECT	GO:0000781~chromosome, telomeric region	30	5.859375	1.2546903340512887E-16	DCLRE1B, PIF1, BLM, FEN1, PCNA, MCM7, SMC5, BRCA2, RAD51AP1, ORC1, RBBP4, CHEK1, RBBP7, SLF1, PARP1, ALYREF, RPA2, THOC6, RAD51, EID3, MSH2, HAT1, MCM3, CDK1, MCM4, MCM5, MCM6, DNA2, MCM2, EZH2	493	173	20521	7.218164124330219	4.574118861455645E-14	5.743693529212566E-15	4.684177247124811E-15
GOTERM_CC_DIRECT	GO:0005819~spindle	28	5.46875	2.245648030151975E-16	BUB1B, TTK, HMMR, KIF11, AURKB, AURKA, KIF15, CDC20, RACGAP1, NUP85, NUSAP1, FBXO5, FAM83D, SAC3D1, KIF23, HASPIN, SHCBP1, HAUS1, ASPM, TPX2, CENPF, PSRC1, PRC1, INCENP, BIRC5, TUBGCP3, KIF2C, KIF20A	493	150	20521	7.769952670723462	9.14823772291129E-14	9.252069884226137E-15	7.545377381310636E-15
GOTERM_BP_DIRECT	GO:0006270~DNA replication initiation	15	2.9296875	4.204073801707858E-16	MCM7, PRIM1, MCM10, CDC6, POLA1, ORC6, CDC45, ORC1, CCNE2, MCM3, MCM4, MCM5, TOPBP1, MCM6, MCM2	480	27	19256	22.287037037037038	7.296385717836529E-13	6.903089182404302E-14	6.428028842811315E-14
